MusteriKodu,MusteriBolge,OrtalamaHarcamaTutari,KuverSayisi,MusteriTabelaAdi,MusteriCesidi,lat,lng,MapProfileScore,MapPopulationScore,Mapin Segment, url
878198,KADIKÖY,500-999 TL,400+,FARUK ILGAZ TESİSLE,Tekne-Event Hall-Catering,"40,9693163","29,0336236","91,6943","91,9494",D1-A,https://maps.google.com/?cid=14235816204871831775
863748,ÜSKÜDAR,1.000 -1.999 TL,0-99,BEYLERBEYİ DOĞA,Balık,"41,0462166","29,0494265","91,662","89,9332",R1-A,https://maps.google.com/?cid=16807249871272865397
1000029425,ÜSKÜDAR,500-999 TL,400+,DİVAN ÜSKÜDAR ,Modern Pub & Bistro,"41,0274","29,0423","91,6291","91,2614",D1-A,https://maps.google.com/?cid=13695866077304131440
955167,KADIKÖY,1.000 -1.999 TL,200-399,RİTA MODA,Fine Dining (D.Mutf-Şar.Evi),"40,9838722","29,026349","91,5988","89,7463",D1-A,https://maps.google.com/?cid=15663783458985509318
1000018854,KADIKÖY,1.000 -1.999 TL,400+,PEYSAGE RESTAURANT  KALAMIŞ,Yeni Nesil Meyhane,"40,9741371","29,0361424","91,5741","94,3777",R1-A,https://maps.google.com/?cid=5413849157762433673
701906,KADIKÖY,1.000 -1.999 TL,100-199,YSABEL,Gece Kulübü,"40,9573639","29,0807648","91,5499","90,3298",D1-A,https://maps.google.com/?cid=6519210160263000839
951942,ATAŞEHİR,1.000 -1.999 TL,400+,KAŞIBEYAZ ATAŞEHİR,Kebap,"40,998656","29,099195","91,543","92,0229",R1-A,https://maps.google.com/?cid=999274794227251495
903096,KADIKÖY,500-999 TL,100-199,MİSİNA BALIK,Balık,"40,9682196","29,0578166","91,5391","92,8215",R1-A,https://maps.google.com/?cid=9430774274710320030
549712,KADIKÖY,0-499 TL,200-399,BRASSERIE POLONEZ/ ,Modern Pub & Bistro,"40,98602600","29,10049300","91,5266","80,6013",D2-A,https://maps.app.goo.gl/odLrPfw8aJDMJVYZ9
938123,KADIKÖY,500-999 TL,100-199,REVOLTE CAFE PUB,Modern Pub & Bistro,"40,988133","29,027021","91,5001","91,8634",D1-A,https://maps.google.com/?cid=9111395160061203967
863941,KADIKÖY,1.000 -1.999 TL,200-399,ÇATANA BALIK,Balık,"40,9536972","29,0900323","91,4762","91,5292",R1-A,https://maps.google.com/?cid=6052787267930798197
951164,KADIKÖY,1.000 -1.999 TL,100-199,TİKE KEBAP,Kebap,"40,95670020","29,08026709","91,474","88,8875",R1-A,https://maps.app.goo.gl/CcihyWEfVB9BXUWJA
100000838,ATAŞEHİR,0-499 TL,100-199,THE GALLİARD METROPOL,Fine Dining (D.Mutf-Şar.Evi),"40,9936105","29,120838","91,4593","76,4879",D2-A,https://maps.google.com/?cid=5256596410047275052
874254,KADIKÖY,1.000 -1.999 TL,200-399,EFTELYA BALIK,Balık,"40,9591732","29,0727477","91,4455","90,0311",R1-A,https://maps.google.com/?cid=7011235800100087378
949778,KADIKÖY,500-999 TL,100-199,ANILAR KOŞUYOLU,Yeni Nesil Meyhane,"41,0099008","29,0409006","91,3823","89,1559",R1-A,https://maps.google.com/?cid=15267346186097830906
888230,KADIKÖY,500-999 TL,200-399,MYLOS,Balık,"41,0055216","29,046431","91,3605","91,2184",R1-A,https://maps.google.com/?cid=14550220461211615488
700110,KADIKÖY,500-999 TL,400+,BEDRİ USTA KALAMIŞ ,Kebap,"40,9800302","29,039361","91,3604","95,2518",R1-A,https://maps.google.com/?cid=943340493747664851
969514,KADIKÖY,500-999 TL,100-199,DURU TİYATRO,Tekne-Event Hall-Catering,"40,99793436","29,10033471","91,3379","91,137",D1-A,https://maps.app.goo.gl/VUH4A5bAr6pH5JT48
949053,KADIKÖY,0-499 TL,200-399,ROCK ROLL,Modern Pub & Bistro,"40,9889112","29,0247242","91,3291","79,4757",D2-A,https://maps.google.com/?cid=7246054440044575771
100000488,KADIKÖY,500-999 TL,100-199,MATHILDAS,Kokteyl Bar,"40,9882664","29,0267312","91,3251","91,6933",D1-A,https://maps.google.com/?cid=17415832973659328276
875053,KADIKÖY,500-999 TL,200-399,THALES,Modern Pub & Bistro,"40,9868727","29,0275439","91,2981","83,011",D2-A,https://maps.google.com/?cid=12979685696911608320
950821,ATAŞEHİR,500-999 TL,200-399,ADANA OCAKBAŞI ,Kebap,"40,9989172","29,0972357","91,2556","91,1253",R1-A,https://maps.google.com/?cid=12100227723280811570
955104,ÜSKÜDAR,0-499 TL,200-399,THE GALLIARD,Modern Pub & Bistro,"41,0041616","29,0714556","91,2522","76,3351",D2-A,https://maps.google.com/?cid=11743647259882368201
883629,KADIKÖY,500-999 TL,400+,SUSHICO KALAMIS ,Fine Dining (D.Mutf-Şar.Evi),"40,9774068","29,040992","91,2304","95,5808",D1-A,https://maps.google.com/?cid=16377287400439216850
867571,ÜMRANİYE,500-999 TL,400+,MIDPOINT BUYAKA,Modern Pub & Bistro,"41,0262534","29,1267048","91,2011","94,3468",D1-A,https://maps.google.com/?cid=17829203596589616081
1000025341,KADIKÖY,1.000 -1.999 TL,200-399,ROSSI SUADİYE,Modern Pub & Bistro,"40,9569801","29,0808007","91,197","63,9354",D3-A,https://maps.google.com/?cid=13458513982997971639
705450,KADIKÖY,,200-399,VERTICAL,Modern Pub & Bistro,"40,9659792","29,0711118","91,1287","76,1245",D2-A,https://maps.google.com/?cid=3417072923488922070
1000012528,KADIKÖY,500-999 TL,0-99,CİHANGİR OCAKBAŞI,Kebap,"41,0088673","29,0363931","91,127","75,7374",R2-A,https://maps.google.com/?cid=5924863124945471069
970666,ATAŞEHİR,500-999 TL,100-199,ÜSTADLAR OCAKBAŞI,Kebap,"40,985171","29,0981252","91,0917","91,7955",R1-A,https://maps.google.com/?cid=6253203797394903161
709436,KADIKÖY,1.000 -1.999 TL,400+,FUAYE,Askeri Birlik-Sosyal Tesis,"41,076341","29,0182846","91,0538","92,513",R1-A,"https://www.google.com/maps/place/Galatasarayl%C4%B1lar+Derne%C4%9Fi+Lokali/@41.076341,28.8782089,12z/data=!4m6!3m5!1s0x14cab66a0a55dd7b:0x11eb30cbe124fa95!8m2!3d41.076341!4d29.0182846!16s%2Fg%2F1tht94qx?entry=ttu"
1000010582,KADIKÖY,500-999 TL,200-399,BARMY ,Modern Pub & Bistro,"40,9867047","29,0266333","90,9741","75,5664",D2-A,https://maps.google.com/?cid=15460257737930065900
873648,KADIKÖY,500-999 TL,100-199,KASSAP,Kebap,"40,9822099","29,0229742","90,9289","90,0847",R1-A,https://maps.google.com/?cid=5056380201646286391
1000018951,KADIKÖY,0-499 TL,100-199,AKSİ CADDE,Modern Pub & Bistro,"40,974299","29,0550845","90,921","64,8848",D3-A,https://maps.google.com/?cid=5957955575674708783
433333,KADIKÖY,500-999 TL,200-399,BİNA,Modern Pub & Bistro,"40,9863782","29,0264087","90,8267","77,9269",D2-A,https://maps.google.com/?cid=12866526197269292254
1000029623,ATAŞEHİR,500-999 TL,100-199,ÇEŞME ALAÇATI BALIKÇIŞI,Balık,"40,989946","29,117554","90,6474","88,7793",R1-A,https://maps.google.com/?cid=1028205363164795461
713782,KADIKÖY,2.000+ TL,200-399,GÜNAYDIN ŞAŞKINBAKKAL,Kebap,"40,95958430","29,07323050","90,6325","87,7779",R1-A,https://maps.app.goo.gl/6gdMtFaLqh2KEdYFA
713781,KADIKÖY,1.000 -1.999 TL,400+,GÜNAYDİN (KALAMIS),Kebap,"40,97703610","29,04092460","90,467","87,9307",R1-A,https://maps.app.goo.gl/q25kCU91c6z3XjERA
959046,KADIKÖY,500-999 TL,400+,GS TESİSLERİ,Askeri Birlik-Sosyal Tesis,"40,9687501","29,0323955","90,3692","91,8239",R1-A,https://maps.google.com/?cid=7363777293291831483
639550,KADIKÖY,0-499 TL,400+,KHALKEDON FENERBAHÇE,Askeri Birlik-Sosyal Tesis,"40,9691806","29,0373689","90,2594","93,8089",R1-A,https://maps.google.com/?cid=8790725856929201619
961242,KADIKÖY,0-499 TL,100-199,NO 11,Kokteyl Bar,"40,9880871","29,0269302","90,2219","80,1353",D2-A,https://maps.google.com/?cid=18291700382629223839
821558,KADIKÖY,500-999 TL,200-399,SHİNE,Modern Pub & Bistro,"40,9890925","29,0218696","90,2182","92,4876",D1-A,https://maps.google.com/?cid=3733144675889009727
925414,KADIKÖY,500-999 TL,100-199,YENİ MEYHANE,Geleneksel Meyhane,"40,9898381","29,0277534","89,9881","92,0113",R1-A,https://maps.google.com/?cid=11781532687275418920
1000022784,KADIKÖY,0-499 TL,100-199,BURJ,Modern Pub & Bistro,"40,9710212","29,0391451","89,9482","65,4444",D3-A,https://maps.google.com/?cid=7510584352845648170
813900,KADIKÖY,500-999 TL,100-199,MY CHEF,Modern Pub & Bistro,"40,9872744","29,0275117","89,9024","67,0636",D3-A,https://maps.google.com/?cid=7681200090892312683
885980,KADIKÖY,500-999 TL,100-199,MÜJGAN MEYHANE KADIKÖY ,Geleneksel Meyhane,"40,9891099","29,0281668","89,8423","90,6722",R1-A,https://maps.google.com/?cid=6752566219713632918
895288,KADIKÖY,500-999 TL,100-199,BAUSTA ,Kokteyl Bar,"40,960283","29,083699","89,7865","80,5609",D2-A,https://maps.google.com/?cid=18439135878739040018
870297,KADIKÖY,500-999 TL,0-99,MOSHONİS,Balık,"40,9796676","29,0445773","89,7776","88,9511",R1-A,https://maps.google.com/?cid=4605822209661800307
968309,ÜSKÜDAR,500-999 TL,400+,VAKKO AKASYA PATISS,Modern Pub & Bistro,"41,0019395","29,0550198","89,73","91,52",D1-A,https://maps.google.com/?cid=4762694016431236316
888227,KADIKÖY,0-499 TL,100-199,MUHİT KADIKÖY,Modern Pub & Bistro,"40,9882272","29,0239289","89,7027","80,9903",D2-A,https://maps.google.com/?cid=559628925770383140
957928,KADIKÖY,500-999 TL,400+,BEYAZ FIRIN SUADİYE,Modern Pub & Bistro,"40,9568313","29,080295","89,6477","92,1926",D1-A,https://maps.google.com/?cid=9734844766513080685
965630,ATAŞEHİR,500-999 TL,0-99,EPOPEE,Modern Pub & Bistro,"40,9893869","29,140792","89,6305","65,057",D3-A,https://maps.google.com/?cid=11478873152689359987
661826,KADIKÖY,500-999 TL,400+,KHALKEDON KALAMIŞ,Askeri Birlik-Sosyal Tesis,"40,9814825","29,0373743","89,6278","92,978",R1-A,"https://www.google.com/maps/place/Khalkedon+Kalam%C4%B1%C5%9F/@40.9814865,29.034794,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab87cf6157177:0x67b33bccdbc49c61!8m2!3d40.9814825!4d29.0373743!16s%2Fg%2F11g8wjbbrw?entry=ttu"
855155,KADIKÖY,0-499 TL,100-199,POLONEZ BARBEKÜ,Modern Pub & Bistro,"40,985515","29,099574","89,6152","75,0287",D2-A,"https://www.google.com/maps/place/Polonez+Barbek%C3%BC-express/@40.9767304,29.0728545,15z/data=!4m6!3m5!1s0x14cac63143a46c2f:0x7bca0ee75aabde3c!8m2!3d40.985515!4d29.099574!16s%2Fg%2F1tsq83hl?entry=ttu"
863031,KADIKÖY,500-999 TL,100-199,SARNIÇ RESTAURANT,Geleneksel Meyhane,"40,9889965","29,0243143","89,2399","82,3276",R2-A,https://maps.google.com/?cid=5208218951267132381
1000012967,ATAŞEHİR,500-999 TL,100-199,BİZBİZE FASIL,Yeni Nesil Meyhane,"40,9537243","29,0899829","89,2048","91,0104",R1-A,https://maps.google.com/?cid=357734839003507352
1000018446,ATAŞEHİR,500-999 TL,100-199,NEWBERİ,Geleneksel Meyhane,"40,9844189","29,0997786","89,1868","88,8331",R1-A,https://maps.google.com/?cid=7771185264124776818
929498,KADIKÖY,500-999 TL,100-199,DRAFT KADIKÖY,Modern Pub & Bistro,"40,9868419","29,0254767","88,9204","65,9568",D3-A,https://maps.google.com/?cid=16271680561078212303
961709,ATAŞEHİR,500-999 TL,100-199,01 OCAKBAŞI ALPER GÜLTEKİN,Kebap,"40,9912299","29,1066403","88,8016","92,5605",R1-A,"https://www.google.com/maps/place/Ata%C5%9Fehir+Meyhane+Ocakba%C5%9F%C4%B1/@40.9912048,29.1067196,15z/data=!4m15!1m8!3m7!1s0x14cac70818911dd9:0x59309b4daa910dc!2zQXRhxZ9laGlyIE1leWhhbmUgT2Nha2JhxZ_EsQ!8m2!3d40.9912299!4d29.1066403!10e5!16s%2Fg%2F11h4v80838!3m5!1s0x14cac70818911dd9:0x59309b4daa910dc!8m2!3d40.9912299!4d29.1066403!16s%2Fg%2F11h4v80838?entry=ttu"
702912,KADIKÖY,500-999 TL,0-99,KOMPARTIMAN,Fine Dining (D.Mutf-Şar.Evi),"40,9963688","29,0285632","88,787","60,682",D3-A,https://maps.google.com/?cid=1185588160688811303
718561,KADIKÖY,2.000+ TL,0-99,TEPSİ ET OCAKBAŞI,Kebap,"40,96419400","29,07087770","88,6227","63,4406",R3-A,https://maps.app.goo.gl/dFhLenyDNZkwPp4W9
718678,KADIKÖY,2.000+ TL,100-199,İL SUD GIARDINO,Fine Dining (D.Mutf-Şar.Evi),"40,96202360","29,07324010","88,5476","63,4382",D3-A,https://maps.app.goo.gl/ttzaGPy1kkY7AenG8
718563,KADIKÖY,1.000 -1.999 TL,100-199,DECOLLAGE ART SPACE,Modern Pub & Bistro,"40,95937740","29,08529520","88,4874","63,5708",D3-A,https://maps.app.goo.gl/7ZWPmJ8zUGCq2XSJ6
961188,KADIKÖY,,,MAJA SUADİYE,Modern Pub & Bistro,"40,963085","29,0758935","88,2064","80,5204",D0-B,https://maps.google.com/?cid=11332367422826756243
718755,ATAŞEHİR,1.000 -1.999 TL,200-399,LE MEJNUN,Kebap,"41,00060556","29,10197653","87,8354","73,983",R2-A,https://maps.app.goo.gl/BQ4Qw64beKpjABnN7
717425,KADIKÖY,2.000+ TL,400+,KAYIKHANE SOKAK,Tekne-Event Hall-Catering,"40,97986680","29,02451610","87,3026","86,354",D1-A,https://maps.app.goo.gl/GaASxNskvuDMi4bf6
100000390,KADIKÖY,0-499 TL,100-199,KÜF KOLLEKTİF ,Modern Pub & Bistro,"40,9893261","29,0299026","85,877","64,787",D3-A,https://maps.google.com/?cid=15089279825956101279
1000015917,KADIKÖY,0-499 TL,0-99,BODEN,Modern Pub & Bistro,"40,9871887","29,0316497","82,16","63,17",D3-B,https://maps.google.com/?cid=1440934568582394199
705908,ATAŞEHİR,1.000 -1.999 TL,200-399,ADANA İL SINIRI,Kebap,"40,9915128","29,1045612","82,1295","81,6557",R2-B,"https://www.google.com/maps/place/Adana+%C4%B0l+S%C4%B1n%C4%B1r%C4%B1/@40.9958426,29.0285647,12z/data=!4m7!3m6!1s0x14cab7be389feedb:0x254ae411e77984dc!8m2!3d40.9915128!4d29.1045612!15sChBBREFOQSDEsEwgU0lOSVJJWhEiD2FkYW5hIGlsIHNpbmlyaZIBCmtlYmFiX3Nob3DgAQA!16s%2Fg%2F11j8fgxgmx?entry=tts"
842049,KADIKÖY,500-999 TL,400+,RANCHERO SUADİYE,Modern Pub & Bistro,"40,95885","29,082108","81,2303","80,3077",D2-B,https://maps.google.com/?cid=2736533718725739997
972916,ATAŞEHİR,,,THE MUHTAR,Yeni Nesil Meyhane,"40,9921069","29,1044926","81,1986","89,6293",R1-B,https://maps.google.com/?cid=9636336778563246258
958346,ATAŞEHİR,500-999 TL,400+,RANCHERO  ATAŞEHİR,Modern Pub & Bistro,"40,9980833","29,0997517","81,0866","77,1481",D2-B,https://maps.google.com/?cid=12193340915250618630
945861,KADIKÖY,500-999 TL,100-199,BABA SAHNE,Modern Pub & Bistro,"40,9874686","29,02787","80,9965","67,0896",D3-B,https://maps.google.com/?cid=5581011592958076342
966595,ATAŞEHİR,500-999 TL,400+,BIG CHEFS METROPOL,Modern Pub & Bistro,"40,9943106","29,1240121","80,9889","78,4862",D2-B,https://maps.google.com/?cid=13958997212244094405
960263,KADIKÖY,1.000 -1.999 TL,400+,BİG CHEF MODA,Modern Pub & Bistro,"40,9807104","29,0256834","80,9423","96,422",D1-B,https://maps.google.com/?cid=2370727041946153879
434214,KADIKÖY,500-999 TL,200-399,KADİFE BAR,Gece Kulübü,"40,98724398","29,02679712","80,8628","90,2905",D1-B,https://maps.app.goo.gl/Hkbe6oAT22Vi8RkK6
711315,KADIKÖY,2.000+ TL,400+,BAR REAL,Gece Kulübü,"40,98970560","29,02839010","80,8408","92,4921",D1-B,https://maps.app.goo.gl/EcQ9j1Yar4gpsygDA
434073,KADIKÖY,1.000 -1.999 TL,200-399,LAMİA LUCE,Fine Dining (D.Mutf-Şar.Evi),"40,9572527","29,0805333","80,8072","77,8668",D2-B,https://maps.google.com/?cid=5108320662369869102
873334,KADIKÖY,500-999 TL,400+,MIDPOINT FENERBAHCE,Modern Pub & Bistro,"40,9712209","29,0385943","80,7511","96,0938",D1-B,https://maps.google.com/?cid=9214970473932035424
1000028982,KADIKÖY,1.000 -1.999 TL,200-399,LAKERDA BALIK ,Balık,"40,9402108","29,1118211","80,6407","89,9365",R1-B,https://maps.google.com/?cid=426307807563563345
828021,KADIKÖY,500-999 TL,400+,HAPPY MOON`S KALAMIŞ,Modern Pub & Bistro,"40,9703382","29,0384233","80,6388","81,1672",D2-B,https://maps.google.com/?cid=8330160769644158430
870448,KADIKÖY,1.000 -1.999 TL,100-199,EFKAN`IN YERİ ŞAŞKIN BALIK,Balık,"40,9637705","29,0769118","80,623","66,9252",R3-B,https://maps.google.com/?cid=11549126270373838848
922015,ATAŞEHİR,1.000 -1.999 TL,400+,PARK ADANA ATAŞEHİR,Kebap,"40,9907857","29,1177003","80,6125","95,8438",R1-B,https://maps.google.com/?cid=5058366488632589251
941910,KADIKÖY,500-999 TL,100-199,AGAPIA MODA,Geleneksel Meyhane,"40,9881348","29,027911","80,6065","81,1668",R2-B,https://maps.google.com/?cid=5518159156767382075
1000016533,KADIKÖY,1.000 -1.999 TL,100-199,ZEVK LOKANTA,Geleneksel Meyhane,"40,9856907","29,0274654","80,5842","93,7952",R1-B,https://maps.google.com/?cid=8210820019837204674
703622,ÜSKÜDAR,1.000 -1.999 TL,200-399,THE HUNGER EMAAR,Modern Pub & Bistro,"41,0022454","29,0707334","80,5568","76,8878",D2-B,https://maps.google.com/?cid=12225622771160115385
432392,ÜSKÜDAR,500-999 TL,100-199,BRIDGE RESTAURANT,Kebap,"41,0328672","29,035526","80,537","90,4324",R1-B,https://maps.google.com/?cid=13583854126648312076
881699,ATAŞEHİR,500-999 TL,400+,KÖZ KANAT ATAŞEHİR,Kebap,"40,987799","29,1241098","80,5281","93,7753",R1-B,https://maps.google.com/?cid=9942999169273075183
945259,ÜSKÜDAR,500-999 TL,400+,BIG CHEFS EMAAR SQU,Modern Pub & Bistro,"41,0037284","29,0708798","80,519","78,6099",D2-B,https://maps.google.com/?cid=7890449958826636852
705653,ATAŞEHİR,1.000 -1.999 TL,400+,BELUGA FİSH ATAŞEHİR ,Balık,"40,9876433","29,1208229","80,5037","77,8045",R2-B,https://maps.google.com/?cid=10071911749285086873
702536,KADIKÖY,1.000 -1.999 TL,100-199,SAHNE 17,Yeni Nesil Meyhane,"40,9871309","29,0854914","80,4913","91,3886",R1-B,https://maps.google.com/?cid=7432873331001343674
931664,KADIKÖY,500-999 TL,400+,MIDPOINT ERENKÖY,Modern Pub & Bistro,"40,9638281","29,0737649","80,4211","95,8222",D1-B,"https://www.google.com/maps/place/Midpoint/@40.9638321,29.0711846,17z/data=!3m2!4b1!5s0x14cac70bf49b4949:0x3ef1a7247b600072!4m6!3m5!1s0x14cac70bfc076fb9:0xe5fafa8c12fa9fec!8m2!3d40.9638281!4d29.0737649!16s%2Fg%2F1tds96rj?entry=ttu"
1000026144,KADIKÖY,500-999 TL,100-199,MAHALLE MEYHANESİ ,Geleneksel Meyhane,"40,963231","29,0765351","80,4052","54,0772",R4-B,https://maps.google.com/?cid=14596707044094001335
871508,KADIKÖY,500-999 TL,200-399,SACA MARIN ,Balık,"40,977909","29,0408458","80,402","91,743",R1-B,https://maps.google.com/?cid=14176736346503716143
711003,KADIKÖY,500-999 TL,0-99,KONOHA RESTAURANT,Fine Dining (D.Mutf-Şar.Evi),"40,95660240","29,08810280","80,3362","57,0679",D4-B,https://maps.app.goo.gl/CmRmLoh24AnSDf4N8
952051,KADIKÖY,500-999 TL,100-199,ROKA BALIK,Geleneksel Meyhane,"41,0084573","29,0390539","80,3224","92,3087",R1-B,https://maps.google.com/?cid=11140794121185181523
911099,KADIKÖY,0-499 TL,0-99,DRAFT GÖZTEPE ,Modern Pub & Bistro,"40,97580232","29,05192282","80,2756","57,5957",D4-B,https://maps.app.goo.gl/J8tnXwezhBUM6bZB8
432713,ÜSKÜDAR,1.000 -1.999 TL,0-99,DENİZYILDIZI RESTAU,Balık,"41,0504937","29,0523507","80,2658","78,3554",R2-B,https://maps.google.com/?cid=4343468665342245397
944835,ÜSKÜDAR,500-999 TL,400+,BIG CHEFS CAPITOL A,Modern Pub & Bistro,"41,0208292","29,0398489","80,2617","79,1911",D2-B,https://maps.google.com/?cid=7998927012238330508
1000021342,ÜSKÜDAR,500-999 TL,400+,HAPPY MOONS AKASYA,Modern Pub & Bistro,"41,0010181","29,0541909","80,2491","79,1669",D2-B,https://maps.google.com/?cid=9415281532126779460
703606,ATAŞEHİR,500-999 TL,200-399,BİGCHEFS WATERGARDEN,Modern Pub & Bistro,"41,0015766","29,106657","80,241","76,6083",D2-B,https://maps.google.com/?cid=11469685073790753220
873321,KADIKÖY,500-999 TL,100-199,AGAPİA,Geleneksel Meyhane,"40,98633340","29,02667490","80,2056","78,6277",R2-B,https://maps.app.goo.gl/RsdzkQn1oLXQnNQ86
433330,KADIKÖY,500-999 TL,100-199,KARGA,Modern Pub & Bistro,"40,9866119","29,0265598","80,2033","79,2906",D2-B,https://maps.google.com/?cid=14292154350681614756
709387,ATAŞEHİR,1.000 -1.999 TL,200-399,İKİNCİ BAHAR RESTORAN ,Kebap,"40,98526714","29,10807587","80,1763","76,7503",R2-B,https://maps.app.goo.gl/3UTLQUNrncqZnVKw9
431913,ÜSKÜDAR,500-999 TL,100-199,LA COLİNA,Tekne-Event Hall-Catering,"41,0330047","29,0349006","80,1621","79,4727",D2-B,https://maps.google.com/?cid=3075956814488270054
830760,KADIKÖY,500-999 TL,0-99,SAKİ BALIK,Balık,"40,9647743","29,0661925","80,1605","65,6458",R3-B,https://maps.google.com/?cid=9808086081553103353
944302,ÜSKÜDAR,500-999 TL,400+,Dream-BOĞAZİÇİ BORSA ADİL,Fine Dining (D.Mutf-Şar.Evi),"41,0721338","29,0581572","80,1117","90,3069",D1-B,https://maps.google.com/?cid=12143471739517355629
432850,ÜSKÜDAR,500-999 TL,100-199,İNCİRALTI,Geleneksel Meyhane,"41,0443534","29,0447063","80,1001","92,7138",R1-B,https://maps.google.com/?cid=14548475178497327753
941912,ATAŞEHİR,0-499 TL,100-199,SANAT OCAKBAŞI,Kebap,"40,98022619","29,10323081","80,0342","79,9578",R2-B,https://maps.app.goo.gl/MjwXy7Y6Cu2zrWhT8
896728,KADIKÖY,500-999 TL,100-199,ASMALI BAHÇE,Geleneksel Meyhane,"40,9887349","29,0328459","80,0286","81,1696",R2-B,https://maps.google.com/?cid=2456647685835207998
436677,KADIKÖY,500-999 TL,400+,ADANA DOSTLAR RESTAURANT,Kebap,"40,9852023","29,0984175","80,0221","94,0736",R1-B,"https://www.google.com/maps/place/Adana+Dostlar+Kebap/@40.984961,29.096516,17.34z/data=!4m6!3m5!1s0x14cac63158fc3f0f:0xf7f321f962155cb4!8m2!3d40.9852023!4d29.0984175!16s%2Fg%2F1vlcz1w0?entry=ttu"
961484,ÜMRANİYE,1.000 -1.999 TL,200-399,PARK BALIK,Balık,"41,0121824","29,1794665","79,9909","94,2352",R1-B,https://maps.google.com/?cid=7554442268618839274
924111,KADIKÖY,0-499 TL,0-99,DRAFT ACIBADEM,Modern Pub & Bistro,"40,99973400","29,03853900","79,9708","56,7419",D4-B,https://maps.app.goo.gl/rmiMNuFceiwiLGov9
1000026064,KADIKÖY,500-999 TL,,ŞAHANE LIVE,Yeni Nesil Meyhane,"40,9640227","29,0654647","79,9364","92,7871",R1-B,https://maps.google.com/?cid=13200974064725840574
709643,ATAŞEHİR,1.000 -1.999 TL,100-199,TEEO,Fine Dining (D.Mutf-Şar.Evi),"40,991022","29,1414274","79,9193","72,324",D2-B,https://maps.google.com/?cid=16455548122943051086
1000026201,ATAŞEHİR,0-499 TL,400+,KURUÇEŞME KAHVECİSİ,Modern Pub & Bistro,"40,9858434","29,0987935","79,8548","66,8901",D3-B,https://maps.google.com/?cid=11248718379349450583
865383,ÜSKÜDAR,1.000 -1.999 TL,100-199,TİKE BEYLERBEYİ,Kebap,"41,044418","29,044411","79,8147","91,9032",R1-B,https://maps.google.com/?cid=11043595946835061726
700646,KADIKÖY,500-999 TL,100-199,Bedri Usta,Kebap,"40,9599874","29,0834645","79,8095","93,8692",R1-B,"https://www.google.com/maps/place/Bedri+Usta+Suadiye/@40.9599874,29.0790871,17z/data=!4m7!3m6!1s0x14cac77983bcc863:0x3e781549bd1dd325!8m2!3d40.9599874!4d29.0834645!15sChRCZWRyaSBVc3RhIGthZMSxa8O2eSIDiAEBWhYiFGJlZHJpIHVzdGEga2FkxLFrw7Z5kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11c2j7gxgn?entry=tts"
703115,KADIKÖY,0-499 TL,0-99,LENA RESTORAN,Fine Dining (D.Mutf-Şar.Evi),"40,9893924","29,027037","79,7541","53,9542",D4-B,https://maps.google.com/?cid=14548040003847150883
807159,KADIKÖY,1.000 -1.999 TL,100-199,CUNDA BALIK,Balık,"40,95342","29,093872","79,701","92,7951",R1-B,https://maps.google.com/?cid=15153670335600526716
954737,KADIKÖY,500-999 TL,100-199,MAŞUK DEVRİ MEYHANE,Geleneksel Meyhane,"40,990631","29,0307813","79,6698","80,0781",R2-B,https://maps.google.com/?cid=1133287816273826684
825638,ATAŞEHİR,500-999 TL,400+,VOLKAN ARPACI ATAŞEHİR ,Kebap,"40,98820602","29,12470000","79,6407","94,1906",R1-B,https://maps.app.goo.gl/mG1bTmKMdNcnuJzc8
700159,KADIKÖY,500-999 TL,200-399,VERDURA,Modern Pub & Bistro,"40,959392","29,080956","79,6128","55,0053",D4-B,https://maps.google.com/?cid=10034095067284960186
700159,KADIKÖY,500-999 TL,200-399,VERDURA,Modern Pub & Bistro,"40,959392","29,080956","79,6128","55,0053",D4-B,https://maps.google.com/?cid=10034095067284960186
880758,ÜSKÜDAR,500-999 TL,400+,MIDPOINT AKASYA,Modern Pub & Bistro,"41,0008793","29,0541229","79,6118","94,7776",D1-B,https://maps.google.com/?cid=9766146770234346447
714377,KADIKÖY,1.000 -1.999 TL,100-199,PERRAN OCAKBAŞI,Kebap,"40,967017","29,065785","79,5872","66,0446",R3-B,"https://www.google.com/maps/place/Perran+Ocakba%C5%9F%C4%B1/@40.9672077,29.0658424,15z/data=!4m15!1m8!3m7!1s0x14cac76e8a344cb5:0xfc378560685de7d2!2zUGVycmFuIE9jYWtiYcWfxLE!8m2!3d40.9672077!4d29.0658424!10e5!16s%2Fg%2F11lcz5089r!3m5!1s0x14cac76e8a344cb5:0xfc378560685de7d2!8m2!3d40.9672077!4d29.0658424!16s%2Fg%2F11lcz5089r?entry=ttu"
703965,KADIKÖY,,100-199,SELAMİ ÇEŞME KEBAPÇISI,Kebap,"40,9809299","29,0549959","79,5775","56,2454",R4-B,https://maps.google.com/?cid=9048761679998208304
431963,ÜSKÜDAR,1.000 -1.999 TL,0-99,İSMET BABA RESTAURA,Balık,"41,0366571","29,0294973","79,5768","93,4583",R1-B,https://maps.google.com/?cid=13299497941502295176
