device_aid,rich_score,zenginlik_segmenti,kahve_persona,bar_persona,keşif_persona,hayvan_persona,yaşam_tarzı_persona,total_visits,unique_places,coffee_visit_count,bar_pub,vet_visit_count,wealth_score
47dbe180-d739-420c-96b7-8e0ee942c643,11.15,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,15.0
47dc2c81-5367-4267-b649-05428917310c,100.0,Lüks Segment,Kahve İçmez,Bar Düşkünü,Çeşitlilik Arayan,Hayvan Sahibi Değil,Dengeli Yaşam,82,13,0.0,68,0.0,100.0
47dc3054-eedd-4cf5-835f-7588d4890125,31.79,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,2,0.0,0,0.0,33.32
47df15f6-a6b1-4510-aefe-d43cf66d36bf,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,3,1,0.0,0,0.0,63.5
47df424c-7100-43c0-b3a3-424cf1a18d45,60.2,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,3,1,0.0,0,0.0,47.0
47e24c00-4a42-4f1d-a58e-bfdea9acbbf2,8.48,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,25.0
47ec5ae0-8061-4e15-aebc-6ec919de6ddb,44.62,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,3,2,0.0,2,1.0,51.05
47ecf274-182e-4e5a-9c2c-871cba1e2f67,26.68,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,2,0.0,1,0.0,32.02
47ef6d16-03c2-411d-9496-b6fe851c6c6c,47.25,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,2,0.0,1,0.0,49.51
47f95199-89bd-427b-bd35-9f8f354cae6b,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,8,5,2.0,7,2.0,100.0
48029592-2a11-4f52-86a5-206a1e3b9946,98.89,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,2,2,0.0,1,5.0,36.19
48029fa2-07c9-4455-86b8-2d6441fa417f,9.9,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,14.0
4807617c-c51a-67d0-155a-b24d9e2b55d0,65.62,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,0.0,16.5
4809c276-7ffb-4ac5-a2bb-c23573fe60b1,49.68,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,2,0.0,2,1.0,33.09
48105b6d-6ad0-433c-be10-e361c6bee4e1,25.0,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,1.0,23.0
4813da3b-3903-4326-bcdc-7935ee373123,6.42,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,4.0,0,0.0,17.0
481843c8-c439-4c7a-a303-4752a52c0ca9,73.9,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,3,3,2.0,2,5.0,47.42
481859cd-f69a-46a0-9e28-81290f8a0f41,8.65,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,0.0,15.0
481b2479-bd58-4fdb-819a-570cab6faf16,20.9,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,0.0,15.0
482255d9-f943-40c3-b7bf-8ddad847f3c9,12.95,Ekonomik Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Erken Kalkan Çalışkan,1,1,6.0,1,15.0,23.0
48232b90-ca1a-4560-9d59-805929548473,58.12,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,2,1,0.0,2,2.0,44.0
48256a47-a3c0-6788-13ee-2363130d90a5,7.82,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,1,1,0.0,0,824.0,22.0
4825d69a-d960-4d41-83e7-a895ca2e5afd,38.94,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,2,1.0,2,0.0,46.03
48281b4c-352f-420c-aa74-c86583cb5043,71.23,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,2,0.0,0,0.0,39.09
482a9809-7354-4d6d-8ed5-f5fa2dba5519,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,3,2,0.0,0,1.0,43.06
48304269-6256-46fe-aaa2-6769b5dac308,72.04,Üst Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,6,5,0.0,4,0.0,100.0
483160cd-0ab2-4dbd-aef0-e6aebaedfa92,19.92,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,1.0,7.0
4833aaf9-7df8-418d-84e7-631f2e106ac8,75.63,Üst Orta Segment,Kahve Sever,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,2,2,13.0,1,3.0,42.8
48354108-9246-4ce4-a636-d272eed061ab,14.68,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,1,0.0,2,1.0,36.03
48375aa5-55b6-6b33-1413-9e90190d4c8e,62.17,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,3,1,0.0,0,0.0,48.5
4839a5e3-3ffb-4f7d-9263-3ffa88780953,14.9,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,2.0,0,0.0,22.0
483c5227-c18f-48f9-b8cd-d5a7b573bb53,89.28,Lüks Segment,Kahve Bağımlısı,Sosyal İçici,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,5,2,47.0,5,8.0,80.0
483c7da0-eff5-679b-a45b-5be2ff9577a5,53.54,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,2,2,0.0,1,3.0,42.55
4848fd8b-569c-4831-8141-4c8a0424e73a,71.89,Üst Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,5,2,1.0,4,1.0,63.9
4849cf7a-168f-4d51-b9f2-ad2bdd2551d6,63.78,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,0.0,0,4.0,7.0
485013d0-e9f1-48f3-a6a3-270e480923b8,19.9,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,15.0
4851fae1-a72a-4b59-834e-da3bdb399320,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,6,1,0.0,0,150.0,100.0
4852d86d-4b7a-4252-bcfd-b335896fe619,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,2,1,0.0,0,121.0,29.5
48547c47-3fec-44f8-82ac-0d7452097efe,40.88,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,1.0,1,1.0,13.0
485a8152-8fb9-4cac-bbb9-ec26eab54043,56.56,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,2,2,1.0,0,4.0,43.61
485af979-6464-4e55-af6e-c2eca99a048c,25.47,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,2,2,0.0,2,5.0,43.21
485b7bfd-02df-4ab2-a9d7-9984df516fb6,92.9,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Dengeli Yaşam,3,1,0.0,0,9.0,63.5
485c4bdd-f6d8-4a83-857b-b4ee1db0a718,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Dengeli Yaşam,6,4,2.0,3,2.0,100.0
485f5e9f-1510-4ede-a101-94c440292490,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,2,1,1.0,0,3.0,28.0
4861c49f-7da8-46cf-a5a9-9af356512c9d,17.55,Ekonomik Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,5.0,1,0.0,30.0
48630133-169a-4091-87c3-a591ef1b3fe7,9.68,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,1.0,1,0.0,14.5
48667a23-28a8-4086-8fe4-7ccf779bb611,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,2,2,0.0,2,6.0,38.05
48689920-6173-4bae-8789-b1b189323960,9.22,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,17.0
4869dd1b-9f66-450e-ad46-1d6edc43428a,34.65,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,0.0,14.5
486a14e8-8b7f-449c-aa54-5ce3c5bb31ad,11.4,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,0.0,0,2.0,17.0
486e9c25-5237-4021-bbd1-f518343380d8,13.68,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,1.0,0,1.0,15.0
486ebc6e-d1a3-4b31-a445-79a817aac160,25.05,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,1,0.0,2,0.0,44.0
487086d3-918c-4fc1-8162-d9e2f1bbfe34,63.59,Üst Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sever,Dengeli Yaşam,4,3,1.0,4,8.0,56.53
487139e8-0e44-4e40-abd1-76a8ebcdec5f,5.22,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,1,0.0,15.0
4879fa53-5ee1-4701-830f-7d71754aaa03,15.13,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,0.0,1,2.0,20.0
487bbe8e-838b-4208-aff7-05b8f016ffb3,49.17,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,2,0.0,1,0.0,33.57
4884d6cb-d143-4b25-a3cb-3bba594b6b95,9.98,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,1.0,0,1.0,15.0
488a78ef-2799-4a05-a8d3-2731793e497c,28.36,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,2,0.0,2,1.0,51.73
488de8dc-7fbc-63e7-b52b-f4f4623fe54e,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,13,7,0.0,7,0.0,100.0
489b8b55-0b0c-46e6-a14a-fc1d95f38f1b,31.25,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,1,1.0,30.0
48a02b58-a241-6980-b647-f7d2b5cf8cfc,59.05,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Dengeli Yaşam,1,1,0.0,1,9.0,23.0
48aab025-74d2-4272-aa82-599a113b2fb9,7.42,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,0.0,0,3.0,7.0
48ab93cd-9cea-60b2-ab76-632e30b0cdca,36.87,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,0.0,1,2.0,20.0
48acfa33-2607-4eb5-b9a1-822252684f2e,46.35,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,1.0,14.0
48b0400d-5aac-41da-9aec-9d449b63bd69,4.35,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,1,0.0,13.0
48b198b6-20e2-4d97-b973-7b09302e21c3,27.12,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,2,0.0,1,0.0,33.35
48b76db1-33d2-4eb4-859e-55d39dee0d3d,92.29,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sever,Dengeli Yaşam,6,6,2.0,3,7.0,100.0
48b9e200-8780-4214-add4-cb5d84fe75b9,1.8,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,0.0,5.0
48bf87bb-e06b-4b12-807c-41eb47d3b3f8,100.0,Lüks Segment,Kahve İçmez,Bar Düşkünü,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,28,12,0.0,25,1.0,100.0
48c04cbb-cc43-47b7-a3ba-ee9d75cff7bb,100.0,Lüks Segment,Kahve İçmez,Bar Düşkünü,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,39,11,0.0,34,0.0,100.0
48c169f6-1023-4ba2-98f3-abf079e08f75,62.58,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,15.5
48c1a0fa-66e2-4811-a0e2-71a47c222f39,33.28,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,2,2.0,2,1.0,50.58
48c4af4c-f967-4923-956c-98a056f21e89,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Erken Kalkan Çalışkan,12,2,0.0,0,79.0,100.0
48c6e80f-c16c-49b9-a521-07cf5cca04f7,32.44,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,2,2,0.0,1,6.0,40.32
48c8f998-0b93-4535-9563-5be92c325e55,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,5,2,0.0,2,0.0,100.0
48cf5b94-089b-4ec0-b33b-966b48e331da,43.7,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,2,1,0.0,0,0.0,29.5
48cfa434-6888-6f0e-108a-275039abad2b,20.05,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,1.0,1,4.0,13.0
48d0b3bb-eff4-488d-9219-02b96041ec29,39.52,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,3,3,0.0,2,3.0,51.42
48d5acff-455c-6d1e-1dde-0e3dc1626a45,20.52,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,2.0,1,2.0,23.0
48d69f91-e8c9-41ea-8774-5ea9d415f204,100.0,Lüks Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,35,7,9.0,0,6.0,100.0
48d912e0-6706-41b2-b1cb-ffb8803d467f,100.0,Lüks Segment,Kahve Sever,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,3,3,19.0,2,19.0,54.91
48d9611b-1b5f-47f6-a188-f565a85345ac,12.85,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,17.0
48dbb3e0-36c9-4861-8e44-69f712ba5e19,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,3,1,0.0,0,3.0,42.5
48de5605-3329-42be-9ee8-eb6130574169,6.6,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,0.0,13.0
48dfbe9c-3998-6f7e-af79-4252deba52e7,23.58,Alt Orta Segment,Kahve Bağımlısı,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,80.0,1,0.0,13.0
48e2640b-3879-438c-a942-d7a015fa6ae7,84.9,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,3,2,1.0,0,4.0,47.93
48e34bf3-1108-4047-9f08-96af2fc0fa4f,71.68,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,5,5,0.0,2,1.0,80.8
48e4bd41-744c-4c90-8f08-d644b2b5a118,36.81,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,2,1,0.0,2,1.0,36.03
48ee6398-4526-479f-9caa-f75cf0e4557a,57.6,Orta Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,1,1,8.0,1,23.0,15.0
48f54911-56c4-4ab8-aed3-23a55df3839a,33.62,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,2.0,0,2.0,17.0
48f608c7-4c3b-4fd7-9f21-420c0e726fbf,100.0,Lüks Segment,Kahve İçmez,Bar Düşkünü,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,23,1,0.0,23,1.0,100.0
48f6986c-38d6-44f2-8bdd-e37d8d3301b2,31.45,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,1.0,25.0
48f7a7c6-13ea-4dab-83cc-4fce3d46f82c,18.28,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Dengeli Yaşam,2,2,3.0,0,15.0,34.09
48f964e9-ab1b-4a50-93a2-1fc08298a159,100.0,Lüks Segment,Kahve Sever,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,9,9,18.0,5,1.0,100.0
48f9b8ee-4ce1-4255-bae3-7504c8c7804d,7.25,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,15.0
48fc71a0-1813-49aa-a69c-b0bba0512694,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Tutkunu,Erken Kalkan Çalışkan,4,4,4.0,4,17.0,89.65
490036e5-c599-4353-9ed5-cc3d6bfbf6e6,28.66,Alt Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,4,3,0.0,4,0.0,50.02
49024af8-ac02-6c5f-2501-56b78db3bcc9,32.93,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Dengeli Yaşam,2,2,0.0,2,6.0,38.45
4902662b-5156-4e33-805b-97c444e232b5,37.15,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,1,1,0.0,1,8.0,13.0
49055ce8-4a24-6368-2737-de3239684e1c,100.0,Lüks Segment,Kahve Bağımlısı,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,11,10,95.0,4,1.0,100.0
4906ff61-ffc2-61e3-acd6-901ff2df95d9,72.24,Üst Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,5,5,0.0,4,4.0,100.0
49097740-c811-475c-bf67-bd6363443dd6,24.38,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,1.0,30.0
490dee77-1539-41bf-89ee-51c06f8a0854,100.0,Lüks Segment,Kahve İçmez,Gece Hayatı Sever,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,12,5,0.0,12,0.0,100.0
490e28a4-f5fe-41d8-a79f-737b490f02c1,67.9,Üst Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,1,1,1.0,0,4.0,14.0
49116d6e-bb17-49a2-9b35-e4d5cdea23a9,12.35,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,1,1,1.0,1,3.0,13.0
49122744-9092-47e4-8a24-9b00de6d573f,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,9,8,1.0,6,4.0,100.0
4919711d-92be-57b9-a49b-bf9c69399952,29.3,Alt Orta Segment,Kahve Bağımlısı,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,534.0,0,0.0,15.0
4919e9af-4776-40d4-9805-e382067ab765,11.42,Ekonomik Segment,Ara Sıra Kahve İçer,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,5.0,0,0.0,22.0
491dcd07-5bd1-42d0-8aec-f7149e8041ee,55.41,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,3,2,0.0,2,3.0,57.54
4920719e-9197-490a-bcc6-a9191b0ea4a4,5.92,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,1.0,17.0
4922c5d4-e4cf-5ae7-231a-7de0cc59e9fe,9.38,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Tutkunu,Erken Kalkan Çalışkan,1,1,1.0,0,29.0,7.0
4922df47-e64f-4d72-a3b2-48af0f2f1684,68.24,Üst Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,3,3,0.0,3,1.0,69.05
4924519d-fcfd-423f-84c5-2dd4de16cb72,21.57,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,3,3,0.0,1,0.0,42.62
49260532-50d2-496c-bca9-5517121ab1cd,48.7,Orta Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,3,1,0.0,3,5.0,56.0
49262a19-7a61-4a43-aeb1-e00fba8e008b,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Pet Sahibi,Dengeli Yaşam,11,6,0.0,10,2.0,100.0
4928a77c-8793-4fed-9487-3684abe4b258,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,4,3,0.0,3,0.0,60.18
4928fc0f-c35e-4baf-8b88-38208fc2421d,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,7,4,0.0,4,1.0,100.0
492b59cb-3620-4241-8414-44a680f11975,45.72,Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,1,1,2.0,1,11.0,23.0
492fc92c-9af6-4ce9-8701-1738bb4d8b2b,28.83,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Erken Kalkan Çalışkan,2,2,0.0,2,2.0,41.03
4932ee34-ff13-4e8d-8c59-5db07aa94b3f,21.4,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,1.0,22.0
49332e26-db4d-4c59-9f65-c1cc0fa76e6d,5.55,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,17.0
493477e6-ff01-476d-adcd-36b35fa51a96,100.0,Lüks Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sever,Erken Kalkan Çalışkan,4,4,0.0,2,10.0,71.14
4935ca0c-8ed2-49f4-bf3c-e1e3dee9eea5,32.25,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,1,1,0.0,0,0.0,14.0
49385a58-dd94-48e8-991c-f00f899a3562,100.0,Lüks Segment,Kahve İçmez,Sosyal İçici,Rutin Sever,Hayvan Sahibi Değil,Erken Kalkan Çalışkan,18,14,0.0,7,1.0,100.0
4939831e-acd2-4057-8cac-5e23aafbc412,9.65,Ekonomik Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,0,0.0,17.0
4939a261-8509-4c21-bd86-b11fa06ba541,21.25,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Hayvan Sahibi Değil,Dengeli Yaşam,1,1,0.0,1,1.0,20.0
493b3d6a-9ccc-4bf0-bd61-ad36ae40c1d3,39.75,Alt Orta Segment,Kahve İçmez,Bar Gitmez,Rutin Sever,Pet Sahibi,Dengeli Yaşam,2,2,1.0,1,4.0,50.79
